Metabolite,SQ319_B_0,SQ319_B_1,SQ319_B_2,SQ319_B_3,SQ319_B_4,SQ319_B_5
Phenol-13C-3,91503,92869,0,34214,86326,81050
Phenol-13C-4,0,0,0,0,0,0
Phenol-13C-5,0,0,0,0,0,0
Phenol-13C-6,31105,35621,96424,103457,21920,14328
cis-Aconitic acid-13C-0,6167,11877,3979,5318,12178,12453
cis-Aconitic acid-13C-1,0,0,0,0,0,0
cis-Aconitic acid-13C-2,0,0,13104,0,3847,0
cis-Aconitic acid-13C-3,0,0,0,0,0,0
cis-Aconitic acid-13C-4,0,0,4733,0,0,0
cis-Aconitic acid-13C-5,0,0,0,0,0,0
cis-Aconitic acid-13C-6,0,0,0,0,0,0
Oxoadipic acid-13C-0,42329,69398,55102,18088,45375,52387
Oxoadipic acid-13C-1,0,0,0,0,0,0
Oxoadipic acid-13C-2,0,0,0,0,0,0
Oxoadipic acid-13C-3,34211,19051,45819,34438,37479,28959
Oxoadipic acid-13C-4,0,0,0,0,0,0
Oxoadipic acid-13C-5,122866,224346,170928,109167,130218,107399
Oxoadipic acid-13C-6,0,0,0,0,0,0
Citric acid-13C-0,68941,53754,54997,37721,35875,23608
Citric acid-13C-1,0,0,0,0,2229,0
Citric acid-13C-2,0,0,0,0,0,2318
Citric acid-13C-3,0,0,0,0,0,0
Citric acid-13C-4,0,0,0,0,0,0
Citric acid-13C-5,0,0,0,0,0,0
Citric acid-13C-6,0,0,0,0,0,0
L-Histidine-13C-0,192408,79299,205566,64192,271593,68976
L-Histidine-13C-1,3671,1989,2231,2139,4842,1897
L-Histidine-13C-2,0,0,0,0,0,0
L-Histidine-13C-3,2258,0,0,0,0,0
L-Histidine-13C-4,0,0,0,0,0,0
L-Histidine-13C-5,0,2232,5902,2875,1773,0
L-Histidine-13C-6,0,0,0,0,0,0
N-Acetylglutamic acid-13C-0,0,0,0,0,0,0
N-Acetylglutamic acid-13C-1,0,0,0,0,0,0
N-Acetylglutamic acid-13C-2,0,0,0,0,0,0
N-Acetylglutamic acid-13C-3,0,0,0,0,0,0
N-Acetylglutamic acid-13C-4,18755,20242,17236,18140,21498,15081
N-Acetylglutamic acid-13C-5,7613,2414,1840,3270,3911,2939
N-Acetylglutamic acid-13C-6,0,0,0,0,0,0
N-Acetylglutamic acid-13C-7,0,0,0,0,0,0
N-Acetylglutamine-13C-0,104353,133844,72832,70655,79068,99957
N-Acetylglutamine-13C-1,0,0,0,0,0,0
N-Acetylglutamine-13C-2,603716,620512,459197,553954,400070,457388
N-Acetylglutamine-13C-3,18774,0,0,0,16361,13234
N-Acetylglutamine-13C-4,0,0,0,0,0,0
N-Acetylglutamine-13C-5,72771,59859,65347,20497,66459,16566
N-Acetylglutamine-13C-6,0,0,0,0,0,0
N-Acetylglutamine-13C-7,0,0,0,0,0,0
N-Acetyl-L-methionine-13C-0,0,0,0,0,0,0
N-Acetyl-L-methionine-13C-1,0,0,3816,0,0,0
N-Acetyl-L-methionine-13C-2,0,0,0,0,0,0
N-Acetyl-L-methionine-13C-3,0,0,0,0,0,0
N-Acetyl-L-methionine-13C-4,0,0,0,0,2288,0
N-Acetyl-L-methionine-13C-5,0,0,0,0,0,0
N-Acetyl-L-methionine-13C-6,0,0,0,2035,0,0
N-Acetyl-L-methionine-13C-7,3114,3926,0,4895,3327,7427
N-Acetylornithine-13C-0,4763,2797,1881,4102,2439,0
N-Acetylornithine-13C-1,0,0,0,0,0,0
N-Acetylornithine-13C-2,20501,33297,2829,2467,8068,4179
N-Acetylornithine-13C-3,2319,0,0,0,0,0
N-Acetylornithine-13C-4,0,0,0,0,0,0
N-Acetylornithine-13C-5,0,3081,0,0,1668,1913
N-Acetylornithine-13C-6,0,0,0,0,0,0
N-Acetylornithine-13C-7,0,0,0,0,0,0
L-Cystathionine-13C-0,0,0,0,0,0,0
L-Cystathionine-13C-1,0,0,0,0,0,0
L-Cystathionine-13C-2,0,0,0,0,0,0
L-Cystathionine-13C-3,0,0,0,0,0,0
L-Cystathionine-13C-4,2057,0,2337,2646,1718,2105
L-Cystathionine-13C-5,0,0,0,0,0,0
L-Cystathionine-13C-6,0,0,0,0,0,0
L-Cystathionine-13C-7,0,0,0,0,0,0
L-Carnitine-13C-0,17065,18537,12616,13287,13932,16809
L-Carnitine-13C-1,0,0,0,0,0,0
L-Carnitine-13C-2,0,0,0,0,0,0
L-Carnitine-13C-3,0,0,0,0,0,0
L-Carnitine-13C-4,0,0,0,0,0,0
L-Carnitine-13C-5,0,0,0,0,0,0
L-Carnitine-13C-6,0,0,0,0,0,0
L-Carnitine-13C-7,0,0,0,0,0,0
D-Sedoheptulose 7-phosphate-13C-0,0,0,0,0,0,0
D-Sedoheptulose 7-phosphate-13C-1,0,0,0,0,0,0
D-Sedoheptulose 7-phosphate-13C-2,0,0,0,0,0,0
D-Sedoheptulose 7-phosphate-13C-3,0,0,0,0,0,0
D-Sedoheptulose 7-phosphate-13C-4,0,0,0,0,0,0
D-Sedoheptulose 7-phosphate-13C-5,0,0,0,0,0,0
D-Sedoheptulose 7-phosphate-13C-6,0,0,0,0,0,0
D-Sedoheptulose 7-phosphate-13C-7,0,0,3206,4133,0,0
1-Methylnicotinamide-13C-0,2581,2857,9176,7227,2151,5307
1-Methylnicotinamide-13C-1,0,0,0,0,0,0
1-Methylnicotinamide-13C-2,0,0,0,0,0,0
1-Methylnicotinamide-13C-3,47157,44271,52679,43593,52597,55143
1-Methylnicotinamide-13C-4,0,2068,0,1765,1588,0
1-Methylnicotinamide-13C-5,0,0,0,0,0,14797
1-Methylnicotinamide-13C-6,0,0,0,0,0,0
1-Methylnicotinamide-13C-7,0,0,0,0,0,0
N6-Acetyl-L-lysine-13C-0,263014,204534,213434,155178,199088,261038
N6-Acetyl-L-lysine-13C-1,19621,4310,0,14692,0,17424
N6-Acetyl-L-lysine-13C-2,0,0,0,0,0,0
N6-Acetyl-L-lysine-13C-3,0,0,0,0,0,0
N6-Acetyl-L-lysine-13C-4,0,0,0,5079,0,0
N6-Acetyl-L-lysine-13C-5,0,6512,7952,8735,7937,15277
N6-Acetyl-L-lysine-13C-6,0,0,0,0,0,0
N6-Acetyl-L-lysine-13C-7,0,0,0,0,0,0
N6-Acetyl-L-lysine-13C-8,0,0,0,0,0,0
L-Phenylalanine-13C-0,21609,4109,17840,15841,22207,7760
L-Phenylalanine-13C-1,0,0,0,9969,0,0
L-Phenylalanine-13C-2,0,0,0,0,0,0
L-Phenylalanine-13C-3,5117,3487,3955,3666,3775,7527
L-Phenylalanine-13C-4,0,0,0,0,0,0
L-Phenylalanine-13C-5,8534,15055,13904,0,0,0
L-Phenylalanine-13C-6,0,0,2827,0,0,0
L-Phenylalanine-13C-7,0,0,0,0,0,0
L-Phenylalanine-13C-8,2013,14378,3530,8222,4332,17275
L-Phenylalanine-13C-9,0,0,0,0,0,0
L-Tyrosine-13C-0,3126,2918,3847,0,3996,0
L-Tyrosine-13C-1,0,0,0,0,0,0
L-Tyrosine-13C-2,0,0,0,0,0,0
L-Tyrosine-13C-3,0,0,0,0,0,0
L-Tyrosine-13C-4,0,0,0,0,0,0
L-Tyrosine-13C-5,10616,0,2847,12401,0,0
L-Tyrosine-13C-6,0,0,0,0,0,0
L-Tyrosine-13C-7,0,0,0,0,0,0
L-Tyrosine-13C-8,38318,26953,25093,26365,25170,26897
L-Tyrosine-13C-9,3536,0,0,0,0,0
Uridine-13C-0,8672,0,10609,0,16995,5156
Uridine-13C-1,0,0,0,0,0,0
Uridine-13C-2,0,0,0,0,0,0
Uridine-13C-3,0,0,0,0,0,0
Uridine-13C-4,0,0,0,0,0,0
Uridine-13C-5,0,7011,7971,0,0,10550
Uridine-13C-6,0,0,0,0,0,0
Uridine-13C-7,0,9673,8668,10117,0,0
Uridine-13C-8,0,0,0,0,0,0
Uridine-13C-9,0,0,0,0,0,0
Uridine 5'-monophosphate-13C-0,0,0,0,0,0,0
Uridine 5'-monophosphate-13C-1,0,0,0,0,0,0
Uridine 5'-monophosphate-13C-2,0,0,0,0,0,0
Uridine 5'-monophosphate-13C-3,0,0,0,0,0,0
Uridine 5'-monophosphate-13C-4,0,0,0,0,0,0
Uridine 5'-monophosphate-13C-5,0,0,0,0,5678,0
Uridine 5'-monophosphate-13C-6,0,0,0,0,0,0
Uridine 5'-monophosphate-13C-7,0,0,0,0,0,0
Uridine 5'-monophosphate-13C-8,0,0,0,0,0,0
Uridine 5'-monophosphate-13C-9,0,0,0,0,0,0
Cytidine-13C-0,10186,3366,10837,9201,14776,9713
Cytidine-13C-1,0,0,0,0,0,0
Cytidine-13C-2,0,0,0,0,0,0
Cytidine-13C-3,0,0,0,0,0,0
Cytidine-13C-4,0,0,0,0,0,0
Cytidine-13C-5,0,0,0,0,12541,0
Cytidine-13C-6,0,0,0,0,0,0
Cytidine-13C-7,0,0,0,0,0,0
Cytidine-13C-8,0,4834,2728,0,2339,0
Cytidine-13C-9,0,0,0,0,0,0
Uridine 5'-diphosphate-13C-0,0,0,0,0,0,0
Uridine 5'-diphosphate-13C-1,0,0,0,0,1565,0
Uridine 5'-diphosphate-13C-2,0,0,0,0,0,0
Uridine 5'-diphosphate-13C-3,0,0,0,0,0,0
Uridine 5'-diphosphate-13C-4,1575,0,0,0,0,0
Uridine 5'-diphosphate-13C-5,0,0,0,0,0,1757
Uridine 5'-diphosphate-13C-6,0,0,0,0,0,0
Uridine 5'-diphosphate-13C-7,0,0,0,0,0,0
Uridine 5'-diphosphate-13C-8,0,0,0,0,0,0
Uridine 5'-diphosphate-13C-9,0,0,0,0,0,0
Cytidine monophosphate-13C-0,0,0,0,0,0,0
Cytidine monophosphate-13C-1,0,0,0,0,0,0
Cytidine monophosphate-13C-2,0,0,0,0,0,0
Cytidine monophosphate-13C-3,0,0,0,0,0,0
Cytidine monophosphate-13C-4,0,0,0,0,0,0
Cytidine monophosphate-13C-5,0,0,0,0,0,0
Cytidine monophosphate-13C-6,0,0,0,0,0,0
Cytidine monophosphate-13C-7,0,0,0,0,0,0
Cytidine monophosphate-13C-8,0,0,0,0,0,0
Cytidine monophosphate-13C-9,0,0,0,0,0,0
Carnosine-13C-0,0,0,0,0,0,0
Carnosine-13C-1,0,0,0,0,0,0
Carnosine-13C-2,2677,1733,2278,0,2520,2850
Carnosine-13C-3,0,0,0,0,0,0
Carnosine-13C-4,0,0,0,0,0,0
Carnosine-13C-5,0,0,0,0,0,0
Carnosine-13C-6,0,0,0,0,0,0
Carnosine-13C-7,0,0,0,0,0,0
Carnosine-13C-8,0,0,0,0,0,0
Carnosine-13C-9,0,0,0,0,0,0
Uridine triphosphate-13C-0,0,0,0,0,0,0
Uridine triphosphate-13C-1,0,0,0,0,0,0
Uridine triphosphate-13C-2,0,0,0,0,0,0
Uridine triphosphate-13C-3,0,0,0,0,0,0
Uridine triphosphate-13C-4,0,0,0,0,0,0
Uridine triphosphate-13C-5,2321,0,0,0,0,0
Uridine triphosphate-13C-6,0,0,0,0,0,0
Uridine triphosphate-13C-7,0,0,0,0,0,0
Uridine triphosphate-13C-8,0,0,0,0,0,0
Uridine triphosphate-13C-9,0,0,0,0,0,0
CDP-13C-0,0,0,0,0,0,0
CDP-13C-1,0,0,0,0,0,0
CDP-13C-2,0,0,0,0,0,0
CDP-13C-3,0,0,0,0,0,0
CDP-13C-4,0,0,0,0,0,0
CDP-13C-5,0,0,0,0,0,0
CDP-13C-6,0,0,0,0,0,0
CDP-13C-7,0,0,0,0,0,0
CDP-13C-8,0,0,0,0,0,0
CDP-13C-9,0,0,0,0,0,0
Cytidine triphosphate-13C-0,0,0,0,0,0,0
Cytidine triphosphate-13C-1,0,0,0,0,0,0
Cytidine triphosphate-13C-2,0,0,0,0,0,0
Cytidine triphosphate-13C-3,0,0,0,0,0,0
Cytidine triphosphate-13C-4,0,0,0,0,0,0
Cytidine triphosphate-13C-5,0,0,0,0,0,0
Cytidine triphosphate-13C-6,0,0,0,0,0,0
Cytidine triphosphate-13C-7,0,0,0,0,0,0
Cytidine triphosphate-13C-8,0,0,0,0,0,0
Cytidine triphosphate-13C-9,0,0,0,0,0,0
L-Acetylcarnitine-13C-0,10982,10409,14200,12126,14780,18244
L-Acetylcarnitine-13C-1,0,0,0,0,0,0
L-Acetylcarnitine-13C-2,0,0,0,0,0,0
L-Acetylcarnitine-13C-3,0,0,0,0,2979,0
L-Acetylcarnitine-13C-4,0,0,0,0,0,0
L-Acetylcarnitine-13C-5,0,0,0,0,0,0
L-Acetylcarnitine-13C-6,0,0,0,0,0,0
L-Acetylcarnitine-13C-7,0,0,0,0,0,0
L-Acetylcarnitine-13C-8,112331,112460,99967,100866,102113,96879
L-Acetylcarnitine-13C-9,5085,8209,4258,4022,4018,6967
Pantothenic acid-13C-0,13490,10266,21314,11970,46243,18598
Pantothenic acid-13C-1,0,0,0,0,9727,0
Pantothenic acid-13C-2,0,0,2272,0,0,0
Pantothenic acid-13C-3,0,0,6054,4140,2810,5079
Pantothenic acid-13C-4,0,0,0,0,2403,0
Pantothenic acid-13C-5,0,0,3347,3049,10002,3281
Pantothenic acid-13C-6,0,0,0,0,0,0
Pantothenic acid-13C-7,0,0,0,0,0,0
Pantothenic acid-13C-8,0,0,0,0,10189,3955
Pantothenic acid-13C-9,0,0,0,0,0,0
Carbamoyl phosphate-13C-0,3149,3047,0,0,0,4273
Carbamoyl phosphate-13C-1,0,0,13575,15335,12923,0
