,Metabolite,Formula,Polarity (z),mz,ppm,RT,RT_range,Detection,np OLFR2 A,np OLFR2 B,np OLFR2 C,np GPI1 A,np GPI1 B,NP GPI1 C,p OLFR2 A,p OLFR2 B,p GPI1 A,p GPI1 B,np_vs_p_ttest_pval,np_vs_p_Log2FoldChange,np_vs_p_impact_score,p_vs_np_ttest_pval,p_vs_np_Log2FoldChange,p_vs_np_impact_score
767,"2,3-Diphosphoglyceric acid-13C-1",C3H8O10P2-13C-1,-,265.9553,5.5,14.95,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
768,"2,3-Diphosphoglyceric acid-13C-2",C3H8O10P2-13C-2,-,266.9587,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
769,"2,3-Diphosphoglyceric acid-13C-3",C3H8O10P2-13C-3,-,267.9621,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
770,Glycerol 3-phosphate-13C-0,C3H9O6P-13C-0,-,171.0064,-2.9,12.18,0.17,1,-,-,-,-,-,-,-,11653,-,-,0.24150397191306,-0.05842040745773144,0.0,0.24150397191306,0.05842040745773148,0.0
771,Glycerol 3-phosphate-13C-1,C3H9O6P-13C-1,-,172.0098,-3.2,12.09,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
772,Glycerol 3-phosphate-13C-2,C3H9O6P-13C-2,-,173.0131,1.1,12.22,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
773,Glycerol 3-phosphate-13C-3,C3H9O6P-13C-3,-,174.0165,-4.4,12.18,0.18,4,31191,-,12166,-,-,-,11712,-,-,24219,0.9864342470632484,-0.009307269193629286,0.0,0.9864342470632484,0.009307269193629286,0.0
774,Phosphocreatine-13C-0,C4H10N3O5P-13C-0,-,210.0285,-8.7,11.85,0.21,1,-,-,-,-,18417,-,-,-,-,-,0.4468133341149085,0.1893923443958836,0.0,0.4468133341149085,-0.1893923443958837,0.0
775,Phosphocreatine-13C-1,C4H10N3O5P-13C-1,-,211.0319,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
776,Phosphocreatine-13C-2,C4H10N3O5P-13C-2,-,212.0352,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
777,Phosphocreatine-13C-3,C4H10N3O5P-13C-3,-,213.0386,6.1,12.05,0.15,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
778,Phosphocreatine-13C-4,C4H10N3O5P-13C-4,-,214.042,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
779,Uracil-13C-0,C4H4N2O2-13C-0,+,113.0346,-1.4,6.83,0.48,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
780,Uracil-13C-1,C4H4N2O2-13C-1,+,114.0379,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
781,Uracil-13C-2,C4H4N2O2-13C-2,+,115.0413,-2.3,6.83,0.15,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
782,Uracil-13C-3,C4H4N2O2-13C-3,+,116.0446,6.7,6.84,0.14,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
783,Uracil-13C-4,C4H4N2O2-13C-4,+,117.048,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
784,Fumaric acid-13C-0,C4H4O4-13C-0,-,115.0037,-10.3,13.17,0.33,8,126010,221597,370469,144148,129896,126700,-,-,345740,391064,0.72517177637336,-0.22208512415559803,0.0,0.72517177637336,0.22208512415559808,0.0
785,Fumaric acid-13C-1,C4H4O4-13C-1,-,116.007,-7.2,13.29,0.17,1,-,-,-,-,11414,-,-,-,-,-,0.4468133341149095,0.03360507064383486,0.0,0.4468133341149095,-0.03360507064383505,0.0
786,Fumaric acid-13C-2,C4H4O4-13C-2,-,117.0104,-10.2,13.22,0.17,9,17550,23859,38462,38797,-,33501,100915,141462,34894,79731,0.010021972590974492,-1.7233965949401309,19.0,0.010021972590974492,1.7233965949401306,19.0
787,Fumaric acid-13C-3,C4H4O4-13C-3,-,118.0137,-9.7,13.17,0.13,8,-,25875,42983,19233,33141,21953,38818,-,29777,34837,0.7239778813014495,-0.1515151589780128,0.0,0.7239778813014495,0.1515151589780128,0.0
788,Fumaric acid-13C-4,C4H4O4-13C-4,-,119.0171,-10.1,13.22,0.17,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
789,Cytosine-13C-0,C4H5N3O-13C-0,+,112.0505,0.6,9.58,0.44,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
790,Cytosine-13C-1,C4H5N3O-13C-1,+,113.0539,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
791,Cytosine-13C-2,C4H5N3O-13C-2,+,114.0572,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
792,Cytosine-13C-3,C4H5N3O-13C-3,+,115.0606,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
793,Cytosine-13C-4,C4H5N3O-13C-4,+,116.064,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
794,Allantoin-13C-0,C4H6N4O3-13C-0,-,157.0367,-7.1,10.3,0.0,1,-,-,-,-,-,-,46451,-,-,-,0.24150397191306,-0.9345353725554116,0.0,0.24150397191306,0.9345353725554121,0.0
795,Allantoin-13C-1,C4H6N4O3-13C-1,-,158.0401,-8.7,10.39,0.27,5,13972,11851,10006,-,12789,-,-,-,11992,-,0.3554942623854932,0.12351007307951573,0.0,0.3554942623854932,-0.1235100730795156,0.0
796,Allantoin-13C-2,C4H6N4O3-13C-2,-,159.0434,-5.8,10.17,0.02,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
797,Allantoin-13C-3,C4H6N4O3-13C-3,-,160.0468,5.1,10.21,0.11,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
798,Allantoin-13C-4,C4H6N4O3-13C-4,-,161.0501,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
799,Acetoacetic acid-13C-0,C4H6O3-13C-0,-,101.0244,-10.1,9.15,0.44,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
800,Acetoacetic acid-13C-1,C4H6O3-13C-1,-,102.0278,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
801,Acetoacetic acid-13C-2,C4H6O3-13C-2,-,103.0311,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
802,Acetoacetic acid-13C-3,C4H6O3-13C-3,-,104.0345,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
803,Acetoacetic acid-13C-4,C4H6O3-13C-4,-,105.0378,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
804,Succinic acid-13C-0,C4H6O4-13C-0,-,117.0193,-9.7,12.46,0.18,4,305025,-,-,-,-,-,305433,-,456614,329897,0.09931952928720404,-0.26938113257782803,4.0,0.09931952928720404,0.26938113257782786,4.0
805,Succinic acid-13C-1,C4H6O4-13C-1,-,118.0227,-9.2,12.52,0.16,2,11672,-,-,12460,-,-,-,-,-,-,0.25301502355873473,0.09608189858132238,0.0,0.25301502355873473,-0.09608189858132238,0.0
806,Succinic acid-13C-2,C4H6O4-13C-2,-,119.026,-7.9,12.39,0.17,7,16595,-,17858,16864,27026,-,14093,-,15742,19389,0.667651353989214,0.14667793150905478,0.0,0.667651353989214,-0.14667793150905487,0.0
807,Succinic acid-13C-3,C4H6O4-13C-3,-,120.0294,-7.5,12.39,0.16,5,12196,-,-,13887,25046,-,10500,-,10821,-,0.3179618335893209,0.38838003610546107,0.0,0.3179618335893209,-0.3883800361054612,0.0
808,Succinic acid-13C-4,C4H6O4-13C-4,-,121.0328,-6.2,12.39,0.17,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
809,L-Malic acid-13C-0,C4H6O5-13C-0,-,133.0142,-10.1,13.42,0.23,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
810,L-Malic acid-13C-1,C4H6O5-13C-1,-,134.0176,-9.7,13.28,0.27,8,399156,-,746168,483087,668826,96103,-,903887,333826,1177662,0.4247718554763086,-0.5978682397846444,2.0,0.4247718554763086,0.5978682397846447,2.0
811,L-Malic acid-13C-2,C4H6O5-13C-2,-,135.021,-10.0,13.37,0.23,1,-,-,-,-,-,536874,-,-,-,-,0.4468133341149084,0.2985733749777009,1.0,0.4468133341149084,-0.2985733749777009,1.0
812,L-Malic acid-13C-3,C4H6O5-13C-3,-,136.0243,-9.6,13.15,0.27,2,-,-,-,-,-,228040,-,-,845400,-,0.2816031628436746,-1.015731548747098,2.0,0.2816031628436746,1.015731548747098,2.0
813,L-Malic acid-13C-4,C4H6O5-13C-4,-,137.0277,-10.0,13.3,0.27,6,677450,-,-,409749,572724,-,1000014,-,153366,650523,0.50271699170786,-0.5914067595615844,1.0,0.50271699170786,0.5914067595615844,1.0
814,Creatinine-13C-0,C4H7N3O-13C-0,+,114.0662,-0.8,6.62,0.29,6,-,356499,324081,371748,399642,-,2647368,857649,-,-,0.16748462180016993,-1.6112951988704869,12.0,0.16748462180016993,1.6112951988704869,12.0
815,Creatinine-13C-1,C4H7N3O-13C-1,+,115.0695,-0.4,6.62,0.11,1,-,-,-,-,-,-,52362,-,-,-,0.24150397191306,-0.8585283729550891,0.0,0.24150397191306,0.8585283729550891,0.0
816,Creatinine-13C-2,C4H7N3O-13C-2,+,116.0729,-3.4,6.62,0.06,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
817,Creatinine-13C-3,C4H7N3O-13C-3,+,117.0763,5.5,6.55,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
818,Creatinine-13C-4,C4H7N3O-13C-4,+,118.0796,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
819,L-Aspartic acid-13C-0,C4H7NO4-13C-0,-,132.0302,-10.1,12.13,0.43,2,-,-,-,-,-,-,8951836,-,1342878,-,0.18820693517943127,-2.5988612566350664,53.0,0.18820693517943127,2.5988612566350664,53.0
820,L-Aspartic acid-13C-1,C4H7NO4-13C-1,-,133.0336,-9.7,12.05,0.42,8,153272,418873,186093,-,364684,-,338199,700736,43135,543656,0.17283534097680273,-1.0523781771035607,4.0,0.17283534097680273,1.052378177103561,4.0
821,L-Aspartic acid-13C-2,C4H7NO4-13C-2,-,134.0369,-0.3,11.96,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
822,L-Aspartic acid-13C-3,C4H7NO4-13C-3,-,135.0403,-10.3,12.03,0.42,7,975192,1833435,1254314,-,1270352,-,1122163,-,45317,1342962,0.581445468341863,0.5008623516057871,2.0,0.581445468341863,-0.5008623516057868,2.0
823,L-Aspartic acid-13C-4,C4H7NO4-13C-4,-,136.0437,-9.9,12.02,0.42,9,294162,412126,315967,725713,279367,864665,307588,-,40745,257958,0.049538687056034765,1.6174957579365492,20.0,0.049538687056034765,-1.6174957579365492,20.0
824,L-Asparagine-13C-0,C4H8N2O3-13C-0,+,133.0608,-3.5,11.63,0.17,10,14678168,14851109,12811681,11294005,12096287,10981291,19381246,16412486,16046150,19372628,0.001979004720738093,-0.4776307549773789,10761.0,0.001979004720738093,0.4776307549773787,10761.0
825,L-Asparagine-13C-1,C4H8N2O3-13C-1,+,134.0641,-9.1,11.67,0.09,10,400093,523422,495431,549782,564063,821648,382934,406546,248015,652398,0.2012635971114728,0.40417710661625217,3.0,0.2012635971114728,-0.4041771066162521,3.0
826,L-Asparagine-13C-2,C4H8N2O3-13C-2,+,135.0675,-8.7,11.66,0.09,10,153047,291890,197989,181920,309312,256303,136638,250507,120440,223949,0.26803612576318114,0.3416039553104998,1.0,0.26803612576318114,-0.34160395531049986,1.0
827,L-Asparagine-13C-3,C4H8N2O3-13C-3,+,136.0708,-3.2,11.64,0.04,8,19392,-,18003,-,14064,17952,15148,21215,61564,14936,0.18234631338505436,-0.9210108656428984,0.0,0.18234631338505436,0.9210108656428984,0.0
828,L-Asparagine-13C-4,C4H8N2O3-13C-4,+,137.0742,-4.3,11.64,0.03,2,-,-,-,-,-,-,-,12942,17752,-,0.10169533702948516,-0.3418150039843325,0.0,0.10169533702948516,0.34181500398433234,0.0
829,Ureidopropionic acid-13C-0,C4H8N2O3-13C-0,-,131.0462,-10.0,11.58,0.27,10,836316,895270,1003214,762712,996431,1019657,541663,637963,499289,827549,0.0059271854209547205,0.5523785929170509,191.0,0.0059271854209547205,-0.5523785929170509,191.0
830,Ureidopropionic acid-13C-1,C4H8N2O3-13C-1,-,132.0496,-8.1,11.49,0.23,3,-,14190,-,-,-,-,-,-,16733,15002,0.2056334697921479,-0.2737545692505073,0.0,0.2056334697921479,0.2737545692505073,0.0
831,Ureidopropionic acid-13C-2,C4H8N2O3-13C-2,-,133.0529,-3.2,11.52,0.23,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
832,Ureidopropionic acid-13C-3,C4H8N2O3-13C-3,-,134.0563,9.1,11.72,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
833,Ureidopropionic acid-13C-4,C4H8N2O3-13C-4,-,135.0596,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
834,3-Hydroxybutyric acid-13C-0,C4H8O3-13C-0,-,103.0401,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
835,3-Hydroxybutyric acid-13C-1,C4H8O3-13C-1,-,104.0434,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
836,3-Hydroxybutyric acid-13C-2,C4H8O3-13C-2,-,105.0468,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
837,3-Hydroxybutyric acid-13C-3,C4H8O3-13C-3,-,106.0501,3.5,5.86,0.38,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
838,3-Hydroxybutyric acid-13C-4,C4H8O3-13C-4,-,107.0535,10.4,5.96,0.42,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
839,Homocysteine-13C-0,C4H9NO2S-13C-0,-,134.0281,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
840,Homocysteine-13C-1,C4H9NO2S-13C-1,-,135.0315,-9.5,7.75,0.43,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
841,Homocysteine-13C-2,C4H9NO2S-13C-2,-,136.0348,-8.3,7.61,0.34,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
842,Homocysteine-13C-3,C4H9NO2S-13C-3,-,137.0382,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
843,Homocysteine-13C-4,C4H9NO2S-13C-4,-,138.0415,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
844,L-Threonine-13C-0,C4H9NO3-13C-0,-,118.051,-9.9,10.76,0.28,10,175131,186191,198140,215038,231458,227428,315971,86153,191234,192710,0.8220273050865121,0.06493584945213503,0.0,0.8220273050865121,-0.0649358494521349,0.0
845,L-Threonine-13C-1,C4H9NO3-13C-1,-,119.0543,-7.7,10.93,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
846,L-Threonine-13C-2,C4H9NO3-13C-2,-,120.0577,-6.5,10.74,0.25,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
847,L-Threonine-13C-3,C4H9NO3-13C-3,-,121.061,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
848,L-Threonine-13C-4,C4H9NO3-13C-4,-,122.0644,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
849,L-Glutamine-13C-0,C5H10N2O3-13C-0,+,147.0764,-4.2,11.44,0.12,10,585710400,573633216,479141472,436912064,469308704,428073408,609590464,609557312,558248064,677734848,0.01775506298571355,-0.3089499791302169,38697.0,0.01775506298571355,0.3089499791302168,38697.0
850,L-Glutamine-13C-1,C5H10N2O3-13C-1,+,148.0798,-5.9,11.44,0.11,10,36916856,37724056,31229224,28000714,29587056,27640246,39501180,39635440,35295536,43699312,0.019493019914580318,-0.3117731649097095,2273.0,0.019493019914580318,0.31177316490970963,2273.0
851,L-Glutamine-13C-2,C5H10N2O3-13C-2,+,149.0831,-6.9,11.45,0.12,10,842607,697472,732987,579155,751185,643187,1415343,1420630,1124736,1049679,0.00029329096333849776,-0.8235789842904204,5915.0,0.00029329096333849776,0.8235789842904204,5915.0
852,L-Glutamine-13C-3,C5H10N2O3-13C-3,+,150.0865,-3.2,11.45,0.05,10,53801,57149,88956,73384,64837,85219,207505,233518,173244,113180,0.0009385696375730877,-1.3659673835860908,347.0,0.0009385696375730877,1.3659673835860908,347.0
853,L-Glutamine-13C-4,C5H10N2O3-13C-4,+,151.0898,-5.5,11.43,0.05,10,132828,49740,154972,92960,141707,135977,328650,291240,170132,238866,0.003354926398308207,-1.123852291972138,122.0,0.003354926398308207,1.123852291972138,122.0
854,L-Glutamine-13C-5,C5H10N2O3-13C-5,+,152.0932,-6.5,11.43,0.02,2,-,-,-,-,-,-,147917,146171,-,-,0.05984617012036288,-2.9730969195353016,6.0,0.05984617012036288,2.9730969195353016,6.0
855,L-Methionine-13C-0,C5H11NO2S-13C-0,+,150.0583,-3.5,8.15,0.07,10,11536881,11679027,8437881,8046730,9412390,7880346,16450378,11523933,11326680,15731340,0.015210519671426753,-0.534450748537442,1107.0,0.015210519671426753,0.534450748537442,1107.0
856,L-Methionine-13C-1,C5H11NO2S-13C-1,+,151.0617,-3.2,8.15,0.16,10,339628,425941,334948,354809,295696,277747,717779,455734,307843,629798,0.0389177551684599,-0.6423897158266121,17.0,0.0389177551684599,0.6423897158266121,17.0
857,L-Methionine-13C-2,C5H11NO2S-13C-2,+,152.065,-2.2,8.15,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
858,L-Methionine-13C-3,C5H11NO2S-13C-3,+,153.0684,-1.9,8.15,0.0,2,-,-,-,-,-,-,20725,20842,-,-,0.05984389111176884,-0.6221572714835003,0.0,0.05984389111176884,0.6221572714835004,0.0
859,L-Methionine-13C-4,C5H11NO2S-13C-4,+,154.0717,-2.2,8.15,0.3,10,161842,212211,215058,161649,154683,187070,716187,719808,279521,417502,0.004074499893077684,-1.5502081942856518,257.0,0.004074499893077684,1.5502081942856518,257.0
860,L-Methionine-13C-5,C5H11NO2S-13C-5,+,155.0751,-1.3,8.15,0.04,10,93396,141824,104415,137917,118345,119704,161152,125722,116025,130849,0.2810473415010479,-0.1619658561091861,1.0,0.2810473415010479,0.161965856109186,1.0
861,Ornithine-13C-0,C5H12N2O2-13C-0,+,133.0972,-3.4,17.32,0.03,10,1268693,975821,1127082,909741,1031678,703565,1990281,3181591,1251768,2162493,0.008406679177949156,-1.0980273712343775,401.0,0.008406679177949156,1.098027371234377,401.0
862,Ornithine-13C-1,C5H12N2O2-13C-1,+,134.1005,-2.3,17.32,0.03,10,25308,16444,23020,23680,25195,14970,54509,104639,27302,62342,0.013263179873598008,-1.5368212525109108,9.0,0.013263179873598008,1.5368212525109108,9.0
863,Ornithine-13C-2,C5H12N2O2-13C-2,+,135.1039,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
864,Ornithine-13C-3,C5H12N2O2-13C-3,+,136.1072,-0.9,17.32,0.02,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
865,Ornithine-13C-4,C5H12N2O2-13C-4,+,137.1106,-2.7,17.34,0.02,1,-,-,-,-,-,-,10962,-,-,-,0.24150397191306,-0.006721186424744335,0.0,0.24150397191306,0.006721186424744425,0.0
866,Ornithine-13C-5,C5H12N2O2-13C-5,+,138.1139,-8.9,17.33,0.01,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
867,5-Phosphoribosylamine-13C-0,C5H12NO7P-13C-0,-,228.0279,9.8,11.58,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
868,5-Phosphoribosylamine-13C-1,C5H12NO7P-13C-1,-,229.0312,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
869,5-Phosphoribosylamine-13C-2,C5H12NO7P-13C-2,-,230.0346,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
870,5-Phosphoribosylamine-13C-3,C5H12NO7P-13C-3,-,231.0379,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
871,5-Phosphoribosylamine-13C-4,C5H12NO7P-13C-4,-,232.0413,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
872,5-Phosphoribosylamine-13C-5,C5H12NO7P-13C-5,-,233.0446,-5.7,11.59,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
873,Phosphoribosyl pyrophosphate-13C-0,C5H13O14P3-13C-0,-,388.9445,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
874,Phosphoribosyl pyrophosphate-13C-1,C5H13O14P3-13C-1,-,389.9479,-5.1,17.02,0.23,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
875,Phosphoribosyl pyrophosphate-13C-2,C5H13O14P3-13C-2,-,390.9512,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
876,Phosphoribosyl pyrophosphate-13C-3,C5H13O14P3-13C-3,-,391.9546,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
877,Phosphoribosyl pyrophosphate-13C-4,C5H13O14P3-13C-4,-,392.958,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
878,Phosphoribosyl pyrophosphate-13C-5,C5H13O14P3-13C-5,-,393.9613,-9.7,17.27,0.1,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
879,Choline-13C-0,C5H13NO-13C-0,+,104.107,0.1,13.92,0.4,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
880,Choline-13C-1,C5H13NO-13C-1,+,105.1103,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
881,Choline-13C-2,C5H13NO-13C-2,+,106.1137,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
882,Choline-13C-3,C5H13NO-13C-3,+,107.1171,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
883,Choline-13C-4,C5H13NO-13C-4,+,108.1204,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
884,Choline-13C-5,C5H13NO-13C-5,+,109.1238,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
885,Phosphorylcholine-13C-0,C5H15NO4P-13C-0,+,185.0811,-5.7,11.67,0.37,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
886,Phosphorylcholine-13C-1,C5H15NO4P-13C-1,+,186.0845,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
887,Phosphorylcholine-13C-2,C5H15NO4P-13C-2,+,187.0879,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
888,Phosphorylcholine-13C-3,C5H15NO4P-13C-3,+,188.0912,1.5,11.5,0.42,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
889,Phosphorylcholine-13C-4,C5H15NO4P-13C-4,+,189.0946,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
890,Phosphorylcholine-13C-5,C5H15NO4P-13C-5,+,190.0979,-4.3,11.71,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
891,Orotic acid-13C-0,C5H4N2O4-13C-0,-,155.0098,-9.9,7.15,0.06,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
892,Orotic acid-13C-1,C5H4N2O4-13C-1,-,156.0132,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
893,Orotic acid-13C-2,C5H4N2O4-13C-2,-,157.0165,-8.5,7.02,0.04,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
894,Orotic acid-13C-3,C5H4N2O4-13C-3,-,158.0199,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
895,Orotic acid-13C-4,C5H4N2O4-13C-4,-,159.0232,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
896,Orotic acid-13C-5,C5H4N2O4-13C-5,-,160.0266,-6.3,7.17,0.38,0,-,-,-,-,-,-,-,-,-,-,NA,0.0,0.0,NA,0.0,0.0
897,Hypoxanthine-13C-0,C5H4N4O-13C-0,+,137.0458,-3.6,7.76,0.14,10,1571792,323451,1660908,1111475,1297049,1150252,130084,2321106,2551064,2087621,0.2763368724230101,-0.579873737972235,8.0,0.2763368724230101,0.579873737972235,8.0
898,Hypoxanthine-13C-1,C5H4N4O-13C-1,+,138.0491,-3.9,7.75,0.03,10,1283329,262915,1237795,886346,1079270,906119,217747,1885118,1488817,1186233,0.4787361442419033,-0.3416192165179875,3.0,0.4787361442419033,0.3416192165179873,3.0
