,Metabolite,Formula,Polarity (z),Labeling,Ion Mode,RT Start (min),RT End (min),m/z Tolerance (ppm),RT Tolerance (min),mz,obs_mz,ppm,winner,is_global_winner,RT,RT_min,RT_max,RT_range,np OLFR2 A,np OLFR2 B,np OLFR2 C,np GPI1 A,np GPI1 B,NP GPI1 C,p OLFR2 A,p OLFR2 B,p GPI1 A,p GPI1 B,Blank_0,Blank_1,Blank_2,Blank_3,Blank_4,Blank_5,ttest_pval,1/pvalue,np_Mean,p_Mean,Log2FoldChange,LogFoldChange,blank_threshold,combined_mean,impact_score,Detection
538,Folic acid-13C-17,C19H19N7O6-13C-17,+,13C,ESI,2.0,4.0,10.0,0.2,459.204,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
539,Folic acid-13C-18,C19H19N7O6-13C-18,+,13C,ESI,2.0,4.0,10.0,0.2,460.2073,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
540,Folic acid-13C-19,C19H19N7O6-13C-19,+,13C,ESI,2.0,4.0,10.0,0.2,461.2107,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
541,Dihydrofolic acid-13C-0,C19H21N7O6-13C-0,+,13C,ESI,0.0,30.0,10.0,0.2,444.1626,444.1633,1.6,S04429,No,8.14,8.14,8.14,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
542,Dihydrofolic acid-13C-1,C19H21N7O6-13C-1,+,13C,ESI,0.0,30.0,10.0,0.2,445.166,445.1623,-8.2,S04430,Yes,8.15,8.03,8.3,0.27,468564.5,468564.5,468564.5,468564.5,468564.5,468564.5,468564.5,468564.5,468564.5,468564.5,147255,159912,159725,154866,152555,142816,NA,NA,468564.5,468564.5,0.0,1.0,468564.5,468564.5,0.0,0
543,Dihydrofolic acid-13C-2,C19H21N7O6-13C-2,+,13C,ESI,0.0,30.0,10.0,0.2,446.1693,446.165,-9.7,S04434,No,8.1,8.03,8.3,0.27,40003.5,40003.5,40003.5,40003.5,40003.5,40003.5,40003.5,40003.5,40569.0,40003.5,22177,15684,0,8942,13204,0,0.24150397191306,4.140718647724743,40003.5,40144.875,-0.005089590972762958,0.9964783798679159,40003.5,40074.1875,0.0,1
544,Dihydrofolic acid-13C-3,C19H21N7O6-13C-3,+,13C,ESI,0.0,30.0,10.0,0.2,447.1727,447.1696,-6.9,S04426,No,8.22,8.12,8.22,0.1,11519.0,11519.0,11519.0,11519.0,11519.0,11519.0,11519.0,11519.0,11519.0,11519.0,0,0,3038,0,0,0,NA,NA,11519.0,11519.0,0.0,1.0,11519.0,11519.0,0.0,0
545,Dihydrofolic acid-13C-4,C19H21N7O6-13C-4,+,13C,ESI,0.0,30.0,10.0,0.2,448.176,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
546,Dihydrofolic acid-13C-5,C19H21N7O6-13C-5,+,13C,ESI,0.0,30.0,10.0,0.2,449.1794,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
547,Dihydrofolic acid-13C-6,C19H21N7O6-13C-6,+,13C,ESI,0.0,30.0,10.0,0.2,450.1827,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
548,Dihydrofolic acid-13C-7,C19H21N7O6-13C-7,+,13C,ESI,0.0,30.0,10.0,0.2,451.1861,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
549,Dihydrofolic acid-13C-8,C19H21N7O6-13C-8,+,13C,ESI,0.0,30.0,10.0,0.2,452.1894,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
550,Dihydrofolic acid-13C-9,C19H21N7O6-13C-9,+,13C,ESI,0.0,30.0,10.0,0.2,453.1928,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
551,Dihydrofolic acid-13C-10,C19H21N7O6-13C-10,+,13C,ESI,0.0,30.0,10.0,0.2,454.1962,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
552,Dihydrofolic acid-13C-11,C19H21N7O6-13C-11,+,13C,ESI,0.0,30.0,10.0,0.2,455.1995,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
553,Dihydrofolic acid-13C-12,C19H21N7O6-13C-12,+,13C,ESI,0.0,30.0,10.0,0.2,456.2029,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
554,Dihydrofolic acid-13C-13,C19H21N7O6-13C-13,+,13C,ESI,0.0,30.0,10.0,0.2,457.2062,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
555,Dihydrofolic acid-13C-14,C19H21N7O6-13C-14,+,13C,ESI,0.0,30.0,10.0,0.2,458.2096,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
556,Dihydrofolic acid-13C-15,C19H21N7O6-13C-15,+,13C,ESI,0.0,30.0,10.0,0.2,459.2129,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
557,Dihydrofolic acid-13C-16,C19H21N7O6-13C-16,+,13C,ESI,0.0,30.0,10.0,0.2,460.2163,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
558,Dihydrofolic acid-13C-17,C19H21N7O6-13C-17,+,13C,ESI,0.0,30.0,10.0,0.2,461.2196,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
559,Dihydrofolic acid-13C-18,C19H21N7O6-13C-18,+,13C,ESI,0.0,30.0,10.0,0.2,462.223,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
560,Dihydrofolic acid-13C-19,C19H21N7O6-13C-19,+,13C,ESI,0.0,30.0,10.0,0.2,463.2263,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
561,Oxidized glutathione-13C-0,C20H32N6O12S2-13C-0,+,13C,ESI,13.5,15.5,10.0,0.2,613.1592,613.1574,-3.0,S04434,No,14.78,14.71,14.83,0.12,97851.0,77185.0,123896.0,73384.0,90638.0,84176.0,121822.0,141886.0,169685.0,159765.0,3478,2176,16610,5547,9450,1346,0.0018445328363838403,542.1426934098254,91188.33333333333,148289.5,-0.701495285454754,0.6149345255957659,29303.5,119738.91666666666,106.0,10
562,Oxidized glutathione-13C-1,C20H32N6O12S2-13C-1,+,13C,ESI,13.5,15.5,10.0,0.2,614.1626,614.1602,-3.9,S04434,No,14.78,14.73,14.8,0.07,24680.0,18633.0,31099.0,21279.0,24741.0,27528.0,42733.0,38523.0,47855.0,39591.0,0,0,2812,0,1834,0,0.00024155178896040886,4139.898960400179,24660.0,42175.5,-0.7742323723463524,0.5846996478998471,12323.0,33417.75,237.0,10
563,Oxidized glutathione-13C-2,C20H32N6O12S2-13C-2,+,13C,ESI,13.5,15.5,10.0,0.2,615.1659,615.1644,-2.5,S04434,Yes,14.78,14.73,14.83,0.1,112279.0,81797.0,139467.0,110270.0,105234.0,113344.0,268894.0,259388.0,275346.0,237802.0,2376,0,18791,9884,17107,10507,1.0845730349941841e-06,922021.8166362235,110398.5,260357.5,-1.2377733962380348,0.42402657883871214,39332.5,185378.0,403094.0,10
564,Oxidized glutathione-13C-3,C20H32N6O12S2-13C-3,+,13C,ESI,13.5,15.5,10.0,0.2,616.1693,616.1647,-7.5,S04435,No,14.75,14.73,14.8,0.07,32806.0,21010.0,39673.0,33660.0,50409.0,43610.0,58000.0,57744.0,60989.0,65240.0,0,0,1328,1566,5704,0,0.0022583013952134612,442.8106904240198,36861.333333333336,60493.25,-0.71466591506629,0.6093462218236471,14299.0,48677.29166666667,35.0,10
565,Oxidized glutathione-13C-4,C20H32N6O12S2-13C-4,+,13C,ESI,13.5,15.5,10.0,0.2,617.1727,617.1707,-3.2,S04433,No,14.76,14.73,14.8,0.07,53968.0,41457.0,64414.0,71128.0,69716.0,67191.0,133988.0,142918.0,135169.0,124435.0,0,0,10149,2955,8621,8415,3.971488672723762e-06,251794.75063545152,61312.333333333336,134127.5,-1.1293558468585514,0.4571197803085373,25070.0,97719.91666666667,53827.0,10
566,Oxidized glutathione-13C-5,C20H32N6O12S2-13C-5,+,13C,ESI,13.5,15.5,10.0,0.2,618.176,618.1724,-5.8,S04433,No,14.76,14.73,14.8,0.07,21913.0,19989.0,22143.0,35631.0,29819.0,32280.0,46894.0,60870.0,49787.0,52543.0,0,0,0,0,0,1814,0.00023709446391212535,4217.728172559236,26962.5,52523.5,-0.9620087846851363,0.5133416470722629,10907.0,39743.0,327.0,10
567,Oxidized glutathione-13C-6,C20H32N6O12S2-13C-6,+,13C,ESI,13.5,15.5,10.0,0.2,619.1794,619.174,-8.7,S04432,No,14.8,14.73,14.8,0.07,26928.0,16733.0,26259.0,30384.0,37224.0,24632.0,59055.0,53089.0,54147.0,53122.0,0,0,2045,1378,5919,0,5.831228717003956e-05,17149.044370082484,27026.666666666668,54853.25,-1.0211935133101362,0.4927085754566351,14671.0,40939.958333333336,1425.0,10
568,Oxidized glutathione-13C-7,C20H32N6O12S2-13C-7,+,13C,ESI,13.5,15.5,10.0,0.2,620.1827,620.1777,-8.1,S04433,No,14.76,14.73,14.8,0.07,10846.0,10846.0,10846.0,11763.0,16149.0,22538.0,20920.0,33460.0,10846.0,26506.0,0,0,1692,0,0,0,0.07684354156158656,13.013455388421239,13831.333333333334,22933.0,-0.7294848564060019,0.6031192313841771,10846.0,18382.166666666668,0.0,6
569,Oxidized glutathione-13C-8,C20H32N6O12S2-13C-8,+,13C,ESI,13.5,15.5,10.0,0.2,621.1861,621.1863,0.4,S04432,No,14.8,14.73,14.8,0.07,11525.5,11525.5,11525.5,11525.5,11964.0,11525.5,19386.0,14868.0,11525.5,11525.5,0,0,1697,0,1354,0,0.10149169420996239,9.853023026014679,11598.583333333334,14326.25,-0.304712419721094,0.8096035831660996,11525.5,12962.416666666668,0.0,3
570,Oxidized glutathione-13C-9,C20H32N6O12S2-13C-9,+,13C,ESI,13.5,15.5,10.0,0.2,622.1894,622.1845,-7.9,S04433,No,14.76,14.75,14.8,0.05,10690.0,10690.0,10690.0,10690.0,10690.0,10690.0,10690.0,10690.0,10690.0,10690.0,0,0,0,1380,0,0,NA,NA,10690.0,10690.0,0.0,1.0,10690.0,10690.0,0.0,0
571,Oxidized glutathione-13C-10,C20H32N6O12S2-13C-10,+,13C,ESI,13.5,15.5,10.0,0.2,623.1928,623.189,-6.1,S04428,No,14.77,14.75,14.8,0.05,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
572,Oxidized glutathione-13C-11,C20H32N6O12S2-13C-11,+,13C,ESI,13.5,15.5,10.0,0.2,624.1961,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
573,Oxidized glutathione-13C-12,C20H32N6O12S2-13C-12,+,13C,ESI,13.5,15.5,10.0,0.2,625.1995,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
574,Oxidized glutathione-13C-13,C20H32N6O12S2-13C-13,+,13C,ESI,13.5,15.5,10.0,0.2,626.2029,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
575,Oxidized glutathione-13C-14,C20H32N6O12S2-13C-14,+,13C,ESI,13.5,15.5,10.0,0.2,627.2062,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
576,Oxidized glutathione-13C-15,C20H32N6O12S2-13C-15,+,13C,ESI,13.5,15.5,10.0,0.2,628.2096,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
577,Oxidized glutathione-13C-16,C20H32N6O12S2-13C-16,+,13C,ESI,13.5,15.5,10.0,0.2,629.2129,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
578,Oxidized glutathione-13C-17,C20H32N6O12S2-13C-17,+,13C,ESI,13.5,15.5,10.0,0.2,630.2163,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
579,Oxidized glutathione-13C-18,C20H32N6O12S2-13C-18,+,13C,ESI,13.5,15.5,10.0,0.2,631.2196,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
580,Oxidized glutathione-13C-19,C20H32N6O12S2-13C-19,+,13C,ESI,13.5,15.5,10.0,0.2,632.223,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
581,Oxidized glutathione-13C-20,C20H32N6O12S2-13C-20,+,13C,ESI,13.5,15.5,10.0,0.2,633.2263,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
582,NAD-13C-0,C21H27N7O14P2-13C-0,+,13C,ESI,9.9,11.9,10.0,0.2,664.1164,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
583,NAD-13C-1,C21H27N7O14P2-13C-1,+,13C,ESI,9.9,11.9,10.0,0.2,665.1198,665.1251,8.0,SQ319_B_5,No,11.23,11.23,11.23,0.0,11025.0,11025.0,11025.0,11025.0,11025.0,11025.0,11025.0,11025.0,11025.0,11025.0,0,0,0,0,0,2050,NA,NA,11025.0,11025.0,0.0,1.0,11025.0,11025.0,0.0,0
584,NAD-13C-2,C21H27N7O14P2-13C-2,+,13C,ESI,9.9,11.9,10.0,0.2,666.1231,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
585,NAD-13C-3,C21H27N7O14P2-13C-3,+,13C,ESI,9.9,11.9,10.0,0.2,667.1265,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
586,NAD-13C-4,C21H27N7O14P2-13C-4,+,13C,ESI,9.9,11.9,10.0,0.2,668.1298,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
587,NAD-13C-5,C21H27N7O14P2-13C-5,+,13C,ESI,9.9,11.9,10.0,0.2,669.1332,669.1315,-2.5,S04435,No,11.12,11.05,11.14,0.09,33986.0,10000.0,32107.0,19680.0,26345.0,32044.0,41852.0,37772.0,81557.0,95565.0,0,0,0,0,0,0,0.014154347277275915,70.64967252890914,25693.666666666668,64186.5,-1.3208571073499384,0.4002970510413665,10000.0,44940.083333333336,8.0,9
588,NAD-13C-6,C21H27N7O14P2-13C-6,+,13C,ESI,9.9,11.9,10.0,0.2,670.1365,670.1323,-6.3,S04435,No,11.12,11.05,11.14,0.09,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,24705.0,33135.0,0,0,0,0,0,0,0.07005804433987192,14.273878316510086,10000.0,19460.0,-0.9605117101190245,0.513874614594039,10000.0,14730.0,0.0,2
589,NAD-13C-7,C21H27N7O14P2-13C-7,+,13C,ESI,9.9,11.9,10.0,0.2,671.1399,671.1341,-8.6,S04435,No,11.12,11.12,11.12,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,24763.0,0,0,0,0,0,0,0.24150397191306,4.140718647724743,10000.0,13690.75,-0.45320148177789754,0.7304201742052115,10000.0,11845.375,0.0,1
590,NAD-13C-8,C21H27N7O14P2-13C-8,+,13C,ESI,9.9,11.9,10.0,0.2,672.1432,672.1376,-8.4,S04431,No,11.05,11.05,11.05,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
591,NAD-13C-9,C21H27N7O14P2-13C-9,+,13C,ESI,9.9,11.9,10.0,0.2,673.1466,673.1444,-3.3,S04435,No,11.12,11.05,11.14,0.09,10000.0,10000.0,10000.0,10000.0,17301.0,10000.0,11562.0,11196.0,10000.0,37722.0,0,0,0,0,0,0,0.2793106468768325,3.580243041866462,11216.833333333334,17620.0,-0.6515484835269125,0.6365966704502459,10000.0,14418.416666666668,0.0,4
592,NAD-13C-10,C21H27N7O14P2-13C-10,+,13C,ESI,9.9,11.9,10.0,0.2,674.1499,674.1465,-5.1,S04435,Yes,11.12,11.05,11.14,0.09,204404.0,98685.0,201988.0,138328.0,139595.0,130476.0,172522.0,125808.0,261066.0,312762.0,0,0,0,0,0,0,0.13623610138205866,7.340198301738051,152246.0,218039.5,-0.5181851927597787,0.6982496290809693,10000.0,185142.75,2.0,10
593,NAD-13C-11,C21H27N7O14P2-13C-11,+,13C,ESI,9.9,11.9,10.0,0.2,675.1533,675.1505,-4.2,S04435,No,11.12,10.97,11.14,0.17,197486.0,62168.0,105041.0,101266.0,159026.0,118195.0,235190.0,212974.0,236613.0,281402.0,0,0,2582,0,1794,0,0.0023336846743738007,428.5069062590175,123863.66666666667,241544.75,-0.9635374368930693,0.5127980080985683,12188.0,182704.20833333334,153.0,10
594,NAD-13C-12,C21H27N7O14P2-13C-12,+,13C,ESI,9.9,11.9,10.0,0.2,676.1567,676.1519,-7.0,S04432,No,11.11,11.05,11.14,0.09,99911.0,31916.0,72595.0,73664.0,88882.0,78488.0,216769.0,132069.0,107907.0,186659.0,0,0,0,0,0,0,0.005432491740891131,184.07759232708244,74242.66666666667,160851.0,-1.1154044695679137,0.46156173518763743,10000.0,117546.83333333334,47.0,10
595,NAD-13C-13,C21H27N7O14P2-13C-13,+,13C,ESI,9.9,11.9,10.0,0.2,677.16,677.1562,-5.6,S04432,No,11.11,11.07,11.3,0.23,39015.0,10855.0,42727.0,41587.0,55068.0,10855.0,126627.0,104379.0,67850.0,85322.0,1710,0,0,0,0,0,0.001784989657470636,560.2273356681623,33351.166666666664,96044.5,-1.5259657705298486,0.347247022647488,10855.0,64697.83333333333,104.0,8
596,NAD-13C-14,C21H27N7O14P2-13C-14,+,13C,ESI,9.9,11.9,10.0,0.2,678.1634,678.1594,-5.8,S04433,No,11.14,11.05,11.14,0.09,22169.0,10000.0,10000.0,23668.0,20269.0,20617.0,50976.0,51493.0,31682.0,37127.0,0,0,0,0,0,0,0.0010956818874216722,912.6736614704582,17787.166666666668,42819.5,-1.2674312288314307,0.4153987474554039,10000.0,30303.333333333336,67.0,8
597,NAD-13C-15,C21H27N7O14P2-13C-15,+,13C,ESI,9.9,11.9,10.0,0.2,679.1667,679.1644,-3.4,S04432,No,11.11,11.11,11.11,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
598,NAD-13C-16,C21H27N7O14P2-13C-16,+,13C,ESI,9.9,11.9,10.0,0.2,680.1701,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
599,NAD-13C-17,C21H27N7O14P2-13C-17,+,13C,ESI,9.9,11.9,10.0,0.2,681.1734,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
600,NAD-13C-18,C21H27N7O14P2-13C-18,+,13C,ESI,9.9,11.9,10.0,0.2,682.1768,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
601,NAD-13C-19,C21H27N7O14P2-13C-19,+,13C,ESI,9.9,11.9,10.0,0.2,683.1801,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
602,NAD-13C-20,C21H27N7O14P2-13C-20,+,13C,ESI,9.9,11.9,10.0,0.2,684.1835,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
603,NAD-13C-21,C21H27N7O14P2-13C-21,+,13C,ESI,9.9,11.9,10.0,0.2,685.1869,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
604,NADP-13C-0,C21H28N7O17P3-13C-0,+,13C,ESI,12.7,14.7,10.0,0.2,744.0827,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
605,NADP-13C-1,C21H28N7O17P3-13C-1,+,13C,ESI,12.7,14.7,10.0,0.2,745.0861,745.0821,-5.3,SQ319_B_3,No,14.24,14.24,14.24,0.0,10834.5,10834.5,10834.5,10834.5,10834.5,10834.5,10834.5,10834.5,10834.5,10834.5,0,0,0,1669,0,0,NA,NA,10834.5,10834.5,0.0,1.0,10834.5,10834.5,0.0,0
