,Metabolite,Formula,Polarity (z),Labeling,Ion Mode,RT Start (min),RT End (min),m/z Tolerance (ppm),RT Tolerance (min),mz,obs_mz,ppm,winner,is_global_winner,RT,RT_min,RT_max,RT_range,np OLFR2 A,np OLFR2 B,np OLFR2 C,np GPI1 A,np GPI1 B,NP GPI1 C,p OLFR2 A,p OLFR2 B,p GPI1 A,p GPI1 B,Blank_0,Blank_1,Blank_2,Blank_3,Blank_4,Blank_5,ttest_pval,1/pvalue,np_Mean,p_Mean,Log2FoldChange,LogFoldChange,blank_threshold,combined_mean,impact_score,Detection
606,NADP-13C-2,C21H28N7O17P3-13C-2,+,13C,ESI,12.7,14.7,10.0,0.2,746.0894,746.0938,5.8,SQ319_B_0,No,14.55,14.55,14.57,0.02,12890.5,12890.5,12890.5,12890.5,12890.5,12890.5,12890.5,12890.5,12890.5,12890.5,5781,0,0,0,0,0,NA,NA,12890.5,12890.5,0.0,1.0,12890.5,12890.5,0.0,0
607,NADP-13C-3,C21H28N7O17P3-13C-3,+,13C,ESI,12.7,14.7,10.0,0.2,747.0928,747.0885,-5.7,S04432,No,14.52,14.52,14.52,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
608,NADP-13C-4,C21H28N7O17P3-13C-4,+,13C,ESI,12.7,14.7,10.0,0.2,748.0961,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
609,NADP-13C-5,C21H28N7O17P3-13C-5,+,13C,ESI,12.7,14.7,10.0,0.2,749.0995,749.1051,7.5,SQ319_B_4,No,14.42,14.42,14.42,0.0,10681.5,10681.5,10681.5,10681.5,10681.5,10681.5,10681.5,10681.5,10681.5,10681.5,0,0,0,0,1363,0,NA,NA,10681.5,10681.5,0.0,1.0,10681.5,10681.5,0.0,0
610,NADP-13C-6,C21H28N7O17P3-13C-6,+,13C,ESI,12.7,14.7,10.0,0.2,750.1029,750.1075,6.2,S04434,No,14.5,14.5,14.5,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
611,NADP-13C-7,C21H28N7O17P3-13C-7,+,13C,ESI,12.7,14.7,10.0,0.2,751.1062,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
612,NADP-13C-8,C21H28N7O17P3-13C-8,+,13C,ESI,12.7,14.7,10.0,0.2,752.1096,752.1035,-8.1,S04428,No,14.57,14.57,14.57,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
613,NADP-13C-9,C21H28N7O17P3-13C-9,+,13C,ESI,12.7,14.7,10.0,0.2,753.1129,753.1166,4.9,S04427,No,14.53,14.53,14.53,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
614,NADP-13C-10,C21H28N7O17P3-13C-10,+,13C,ESI,12.7,14.7,10.0,0.2,754.1163,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
615,NADP-13C-11,C21H28N7O17P3-13C-11,+,13C,ESI,12.7,14.7,10.0,0.2,755.1196,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
616,NADP-13C-12,C21H28N7O17P3-13C-12,+,13C,ESI,12.7,14.7,10.0,0.2,756.123,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
617,NADP-13C-13,C21H28N7O17P3-13C-13,+,13C,ESI,12.7,14.7,10.0,0.2,757.1263,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
618,NADP-13C-14,C21H28N7O17P3-13C-14,+,13C,ESI,12.7,14.7,10.0,0.2,758.1297,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
619,NADP-13C-15,C21H28N7O17P3-13C-15,+,13C,ESI,12.7,14.7,10.0,0.2,759.1331,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
620,NADP-13C-16,C21H28N7O17P3-13C-16,+,13C,ESI,12.7,14.7,10.0,0.2,760.1364,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
621,NADP-13C-17,C21H28N7O17P3-13C-17,+,13C,ESI,12.7,14.7,10.0,0.2,761.1398,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
622,NADP-13C-18,C21H28N7O17P3-13C-18,+,13C,ESI,12.7,14.7,10.0,0.2,762.1431,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
623,NADP-13C-19,C21H28N7O17P3-13C-19,+,13C,ESI,12.7,14.7,10.0,0.2,763.1465,763.1396,-9.0,S04426,No,14.51,14.51,14.51,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
624,NADP-13C-20,C21H28N7O17P3-13C-20,+,13C,ESI,12.7,14.7,10.0,0.2,764.1498,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
625,NADP-13C-21,C21H28N7O17P3-13C-21,+,13C,ESI,12.7,14.7,10.0,0.2,765.1532,765.1534,0.3,S04433,Yes,14.46,14.42,14.46,0.04,11769.0,11769.0,11769.0,11769.0,11769.0,11769.0,11769.0,11769.0,11769.0,11769.0,0,1524,0,0,0,2014,NA,NA,11769.0,11769.0,0.0,1.0,11769.0,11769.0,0.0,0
626,NADH-13C-0,C21H29N7O14P2-13C-0,-,13C,ESI,9.5,11.5,10.0,0.2,664.1175,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
627,NADH-13C-1,C21H29N7O14P2-13C-1,-,13C,ESI,9.5,11.5,10.0,0.2,665.1209,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
628,NADH-13C-2,C21H29N7O14P2-13C-2,-,13C,ESI,9.5,11.5,10.0,0.2,666.1242,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
629,NADH-13C-3,C21H29N7O14P2-13C-3,-,13C,ESI,9.5,11.5,10.0,0.2,667.1276,667.1248,-4.1,SQ319_B_4,No,10.98,10.98,10.98,0.0,11656.5,11656.5,11656.5,11656.5,11656.5,11656.5,11656.5,11656.5,11656.5,11656.5,0,0,0,0,3313,0,NA,NA,11656.5,11656.5,0.0,1.0,11656.5,11656.5,0.0,0
630,NADH-13C-4,C21H29N7O14P2-13C-4,-,13C,ESI,9.5,11.5,10.0,0.2,668.1309,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
631,NADH-13C-5,C21H29N7O14P2-13C-5,-,13C,ESI,9.5,11.5,10.0,0.2,669.1343,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
632,NADH-13C-6,C21H29N7O14P2-13C-6,-,13C,ESI,9.5,11.5,10.0,0.2,670.1376,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
633,NADH-13C-7,C21H29N7O14P2-13C-7,-,13C,ESI,9.5,11.5,10.0,0.2,671.141,671.135,-8.9,S04434,No,11.13,11.13,11.13,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
634,NADH-13C-8,C21H29N7O14P2-13C-8,-,13C,ESI,9.5,11.5,10.0,0.2,672.1443,672.1381,-9.3,S04430,No,11.06,11.06,11.18,0.12,10000.0,10000.0,10000.0,10000.0,24969.0,10000.0,10000.0,17805.0,10000.0,10000.0,0,0,0,0,0,0,0.8797164900582946,1.1367298570630804,12494.833333333334,11951.25,0.0641701378280203,1.0454833873723113,10000.0,12223.041666666668,0.0,2
635,NADH-13C-9,C21H29N7O14P2-13C-9,-,13C,ESI,9.5,11.5,10.0,0.2,673.1477,673.1411,-9.8,S04426,No,11.22,11.22,11.22,0.0,18655.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,0.44681333411490853,2.2380710772226564,11442.5,10000.0,0.19440229193857467,1.14425,10000.0,10721.25,0.0,1
636,NADH-13C-10,C21H29N7O14P2-13C-10,-,13C,ESI,9.5,11.5,10.0,0.2,674.151,674.1453,-8.5,S04435,Yes,11.02,10.81,11.12,0.31,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,51788.0,0,0,0,0,0,0,0.24150397191306,4.140718647724743,10000.0,20447.0,-1.0318891853373333,0.4890693011199687,10000.0,15223.5,0.0,1
637,NADH-13C-11,C21H29N7O14P2-13C-11,-,13C,ESI,9.5,11.5,10.0,0.2,675.1544,675.1487,-8.4,S04432,No,11.14,11.08,11.14,0.07,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,14111.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,0.24150397191306,4.140718647724743,10000.0,11027.75,-0.14113846681615994,0.9068032916959489,10000.0,10513.875,0.0,1
638,NADH-13C-12,C21H29N7O14P2-13C-12,-,13C,ESI,9.5,11.5,10.0,0.2,676.1578,676.1514,-9.4,S04431,No,11.13,11.13,11.13,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
639,NADH-13C-13,C21H29N7O14P2-13C-13,-,13C,ESI,9.5,11.5,10.0,0.2,677.1611,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
640,NADH-13C-14,C21H29N7O14P2-13C-14,-,13C,ESI,9.5,11.5,10.0,0.2,678.1645,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
641,NADH-13C-15,C21H29N7O14P2-13C-15,-,13C,ESI,9.5,11.5,10.0,0.2,679.1678,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
642,NADH-13C-16,C21H29N7O14P2-13C-16,-,13C,ESI,9.5,11.5,10.0,0.2,680.1712,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
643,NADH-13C-17,C21H29N7O14P2-13C-17,-,13C,ESI,9.5,11.5,10.0,0.2,681.1745,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
644,NADH-13C-18,C21H29N7O14P2-13C-18,-,13C,ESI,9.5,11.5,10.0,0.2,682.1779,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
645,NADH-13C-19,C21H29N7O14P2-13C-19,-,13C,ESI,9.5,11.5,10.0,0.2,683.1812,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
646,NADH-13C-20,C21H29N7O14P2-13C-20,-,13C,ESI,9.5,11.5,10.0,0.2,684.1846,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
647,NADH-13C-21,C21H29N7O14P2-13C-21,-,13C,ESI,9.5,11.5,10.0,0.2,685.1879,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
648,NADPH-13C-0,C21H30N7O17P3-13C-0,-,13C,ESI,13.0,15.0,10.0,0.2,744.0838,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
649,NADPH-13C-1,C21H30N7O17P3-13C-1,-,13C,ESI,13.0,15.0,10.0,0.2,745.0872,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
650,NADPH-13C-2,C21H30N7O17P3-13C-2,-,13C,ESI,13.0,15.0,10.0,0.2,746.0905,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
651,NADPH-13C-3,C21H30N7O17P3-13C-3,-,13C,ESI,13.0,15.0,10.0,0.2,747.0939,747.1012,9.8,S04432,No,14.86,14.86,14.86,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
652,NADPH-13C-4,C21H30N7O17P3-13C-4,-,13C,ESI,13.0,15.0,10.0,0.2,748.0972,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
653,NADPH-13C-5,C21H30N7O17P3-13C-5,-,13C,ESI,13.0,15.0,10.0,0.2,749.1006,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
654,NADPH-13C-6,C21H30N7O17P3-13C-6,-,13C,ESI,13.0,15.0,10.0,0.2,750.104,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
655,NADPH-13C-7,C21H30N7O17P3-13C-7,-,13C,ESI,13.0,15.0,10.0,0.2,751.1073,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
656,NADPH-13C-8,C21H30N7O17P3-13C-8,-,13C,ESI,13.0,15.0,10.0,0.2,752.1107,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
657,NADPH-13C-9,C21H30N7O17P3-13C-9,-,13C,ESI,13.0,15.0,10.0,0.2,753.114,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
658,NADPH-13C-10,C21H30N7O17P3-13C-10,-,13C,ESI,13.0,15.0,10.0,0.2,754.1174,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
659,NADPH-13C-11,C21H30N7O17P3-13C-11,-,13C,ESI,13.0,15.0,10.0,0.2,755.1207,755.1223,2.1,S04434,Yes,14.66,14.66,14.83,0.18,11021.0,11021.0,11021.0,11021.0,11021.0,11021.0,11021.0,11021.0,11021.0,11021.0,0,0,0,2042,0,0,NA,NA,11021.0,11021.0,0.0,1.0,11021.0,11021.0,0.0,0
660,NADPH-13C-12,C21H30N7O17P3-13C-12,-,13C,ESI,13.0,15.0,10.0,0.2,756.1241,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
661,NADPH-13C-13,C21H30N7O17P3-13C-13,-,13C,ESI,13.0,15.0,10.0,0.2,757.1274,757.1296,2.9,S04434,No,14.66,14.66,14.66,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
662,NADPH-13C-14,C21H30N7O17P3-13C-14,-,13C,ESI,13.0,15.0,10.0,0.2,758.1308,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
663,NADPH-13C-15,C21H30N7O17P3-13C-15,-,13C,ESI,13.0,15.0,10.0,0.2,759.1341,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
664,NADPH-13C-16,C21H30N7O17P3-13C-16,-,13C,ESI,13.0,15.0,10.0,0.2,760.1375,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
665,NADPH-13C-17,C21H30N7O17P3-13C-17,-,13C,ESI,13.0,15.0,10.0,0.2,761.1409,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
666,NADPH-13C-18,C21H30N7O17P3-13C-18,-,13C,ESI,13.0,15.0,10.0,0.2,762.1442,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
667,NADPH-13C-19,C21H30N7O17P3-13C-19,-,13C,ESI,13.0,15.0,10.0,0.2,763.1476,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
668,NADPH-13C-20,C21H30N7O17P3-13C-20,-,13C,ESI,13.0,15.0,10.0,0.2,764.1509,764.1442,-8.8,SQ319_B_4,No,14.84,14.84,14.84,0.0,11141.0,11141.0,11141.0,11141.0,11141.0,11141.0,11141.0,11141.0,11141.0,11141.0,0,0,0,0,2282,0,NA,NA,11141.0,11141.0,0.0,1.0,11141.0,11141.0,0.0,0
669,NADPH-13C-21,C21H30N7O17P3-13C-21,-,13C,ESI,13.0,15.0,10.0,0.2,765.1543,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
670,Acetyl-CoA-13C-0,C23H38N7O17P3S-13C-0,+,13C,ESI,8.0,11.0,10.0,0.2,810.1331,810.1285,-5.6,S04432,No,9.51,9.51,9.51,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
671,Acetyl-CoA-13C-1,C23H38N7O17P3S-13C-1,+,13C,ESI,8.0,11.0,10.0,0.2,811.1364,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
672,Acetyl-CoA-13C-2,C23H38N7O17P3S-13C-2,+,13C,ESI,8.0,11.0,10.0,0.2,812.1398,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
673,Acetyl-CoA-13C-3,C23H38N7O17P3S-13C-3,+,13C,ESI,8.0,11.0,10.0,0.2,813.1431,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
674,Acetyl-CoA-13C-4,C23H38N7O17P3S-13C-4,+,13C,ESI,8.0,11.0,10.0,0.2,814.1465,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
675,Acetyl-CoA-13C-5,C23H38N7O17P3S-13C-5,+,13C,ESI,8.0,11.0,10.0,0.2,815.1498,0.0,0.0,NA,No,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0,0,0,0,0,0,NA,NA,10000.0,10000.0,0.0,1.0,10000.0,10000.0,0.0,0
676,Acetyl-CoA-13C-6,C23H38N7O17P3S-13C-6,+,13C,ESI,8.0,11.0,10.0,0.2,816.1532,816.1526,-0.7,SQ319_B_1,No,9.48,9.48,9.48,0.0,11173.5,11173.5,11173.5,11173.5,11173.5,11173.5,11173.5,11173.5,11173.5,11173.5,0,2347,0,0,0,0,NA,NA,11173.5,11173.5,0.0,1.0,11173.5,11173.5,0.0,0
